EID,ArticleType,Abstract,College,Department,Year
2-s2.0-84927966258,Article,"Background: Stroke reduces active life expectancy, both years lived and their proportion without disability. However, active life expectancy studies have provided limited information about strokes in the United States, those occurring throughout older life, or those affecting African Americans. Objective: To measure associations between strokes throughout older life and active life expectancy for African American and White women and men. Methods: Using data from the Panel Study of Income Dynamics, 1999-2009 (n = 1862, 13,603 person-years), we estimated monthly probabilities of death and disability in activities of daily living with multinomial logistic Markov models adjusted for age, sex, ethnicity, stroke in the past two years, earlier stroke, and education. A random effect accounted for the panel data repeated measures. Microsimulation created large populations with stroke incidence throughout older life, identifying life expectancy and the proportions of remaining life with and without disability. We matched individuals with strokes with randomly selected persons without strokes by age at first stroke, sex, ethnicity, and previous disability. Results: Average age at first stroke was higher for women, lower for African Americans. African American and White women were disabled for about two-thirds of life after stroke; results for men were 61.8% for African Americans and 37.2% for Whites. Compared to matched participants, those with strokes lived 33% fewer remaining years (95% confidence interval, CI 30.9%-34.7%) with a 31.6% greater proportion of remaining life with disability (CI 14.4%-55.6%). Conclusions: Stroke greatly reduces both life expectancy and the proportion of life without disability, particularly for women and African Americans.",CHHS,Public Health,2014.0
2-s2.0-84928023406,"General Publications (Press, Editorials, Letters)","Empirical and clinical interest in positive body image has burgeoned in recent years. This focused attention is generating various measures and methods for researchers and psychotherapists to assess an array of positive body image constructs in populations of interest. No resource to date has integrated the available measures and methods for easy accessibility and comparison. Therefore, this article reviews contemporary scales for the following positive body image constructs: body appreciation, positive rational acceptance, body image flexibility, body functionality, attunement (body responsiveness, mindful self-care), positive/self-accepting body talk, body pride, body sanctification, broad conceptualization of beauty, and self-perceived body acceptance by others. Guidelines for the qualitative assessment of positive body image and recommendations for integrating positive body image assessment within psychotherapy and applied research settings are also offered. The article concludes with articulating broad future directions for positive body image assessment, including ideas for expanding its available measures, methods, and dynamic expressions.",Liberal Arts and Sciences,Psychology,2015.0
2-s2.0-84928038995,Article,"Transactional models of stress suggest that elementary teachers who appraise classroom demands as higher than classroom resources are more vulnerable to stress and likely to experience vocational concerns. Previous research using the Classroom Appraisal of Resources and Demands (CARD), a measure designed to assess teacher perceptions of classroom demands and resources, has supported transactional models with local samples. The current study replicated this previous research with two waves of large nationally representative data from the Schools and Staffing Survey (1999-2000 and 2007-2008). Theoretically-predicted differences were found, suggesting that an understanding of individual elementary teachers’ perceptions of demands and resources in the classroom could have important implications for policy and research aimed at addressing teachers’ vocational concerns.",Education,"Middle, Secondary, and K-12 Education",2015.0
2-s2.0-84928152140,Article,"Purpose - The aim of this research is to theorize and demonstrate that analyzing consumers’ text product reviews using text mining can enhance the explanatory power of a product sales model, particularly for hedonic products, which tend to generate emotional and subjective product evaluations. Previous research in this area has been more focused on utilitarian products. Design/methodology/approach - Our text clustering-based procedure segments text reviews into multiple clusters in association with consumers’ numeric ratings to address consumer heterogeneity in taste preferences and quality valuations and the J-distribution of numeric product ratings. This approach is novel in terms of combining text clustering with numeric product ratings to address consumers’ subjective product evaluations. Findings - Using the movie industry as our empirical application, we find that our approach of making use of product text reviews can improve the explanatory power and predictive validity of the box-office sales model. Research limitations/implications - Marketing scholars have actively investigated the impact of consumers’ online product reviews on product sales, primarily focusing on consumers’ numeric product ratings. Recently, studies have also examined user-generated content. Similarly, this study looks into users’ textual product reviews to explain product sales. It remains to be seen how generalizable our empirical results are beyond our movie application. Practical implications - Whereas numeric ratings can indicate how much viewers liked products, consumers’ reviews can convey why viewers liked or disliked them. Therefore, our review analysis can help marketers understand what factors make new products succeed or fail. Originality/value - Primarily our approach is suitable to products subjectively evaluated, mostly, hedonic products. In doing so, we consider consumer heterogeneity contained in reviews through our review clusters based on their divergent impacts on sales.",Business,Marketing,2014.0
2-s2.0-84928235244,Article,"Background: The body-bar Pebble Game (PG) algorithm is commonly used to calculate network rigidity properties in proteins and polymeric materials. To account for fluctuating interactions such as hydrogen bonds, an ensemble of constraint topologies are sampled, and average network properties are obtained by averaging PG characterizations. At a simpler level of sophistication, Maxwell constraint counting (MCC) provides a rigorous lower bound for the number of internal degrees of freedom (DOF) within a body-bar network, and it is commonly employed to test if a molecular structure is globally under-constrained or over-constrained. MCC is a mean field approximation (MFA) that ignores spatial fluctuations of distance constraints by replacing the actual molecular structure by an effective medium that has distance constraints globally distributed with perfect uniform density. Results: The Virtual Pebble Game (VPG) algorithm is a MFA that retains spatial inhomogeneity in the density of constraints on all length scales. Network fluctuations due to distance constraints that may be present or absent based on binary random dynamic variables are suppressed by replacing all possible constraint topology realizations with the probabilities that distance constraints are present. The VPG algorithm is isomorphic to the PG algorithm, where integers for counting ""pebbles"" placed on vertices or edges in the PG map to real numbers representing the probability to find a pebble. In the VPG, edges are assigned pebble capacities, and pebble movements become a continuous flow of probability within the network. Comparisons between the VPG and average PG results over a test set of proteins and disordered lattices demonstrate the VPG quantitatively estimates the ensemble average PG results well. Conclusions: The VPG performs about 20% faster than one PG, and it provides a pragmatic alternative to averaging PG rigidity characteristics over an ensemble of constraint topologies. The utility of the VPG falls in between the most accurate but slowest method of ensemble averaging over hundreds to thousands of independent PG runs, and the fastest but least accurate MCC.",Computing and Informatics,Bioinformatics,2015.0
2-s2.0-84928242383,Conference Paper,"Motion planners for robots in unknown and dynamic environments often assume known obstacle geometry and use that to predict unknown motions of obstacles through tracking, but such an assumption may not be realistic. In [1], we introduced a collision-free perceiver (CFP) that can detect guaranteed collision-free trajectory segments in the unknown configuration-time (CT) space of a robot without assuming known obstacle geometry or motion. However, such a guarantee by the CFP is at the expense of a finite period for perception and processing of each collision-free CT point. In this paper, we address how to incorporate the CFP, taking into account its finite processing time, into real-time motion planning to enable a robot of high degree of freedom to plan and move at the same time in an unknown and unpredictable environment while minimizing unsafe stops when the robot may collide with an obstacle. The approach was implemented and tested in experiments with a real 7-DOF robot arm and a stereo-vision sensor, indicating the potential of the approach.",Computing and Informatics,Computer Science,2014.0
2-s2.0-84928289354,"General Publications (Press, Editorials, Letters)","For most of their history, the U.S. courts of appeals have toiled in obscurity, well out of the limelight of political controversy. But as the number of appeals has increased dramatically, while the number of cases heard by the Supreme Court has remained the same, the courts of appeals have become the court of last resort for the vast majority of litigants. This enhanced status has been recognized by important political actors, and as a result, appointments to the courts of appeals have become more and more contentious since the 1990s. This combination of increasing political salience and increasing political controversy has led to the rise of serious empirical studies of the role of the courts of appeals in our legal and political system. At once building on and contributing to this wave of scholarship, The View from the Bench and Chambers melds a series of quantitative analyses of judicial decisions with the perspectives gained from in-depth interviews with the judges and their law clerks. This multifaceted approach yields a level of insight beyond that provided by any previous work on appellate courts in the United States, making The View from the Bench and Chambers the most comprehensive and rich account of the operation of these courts to date.",Liberal Arts and Sciences,Political Science and Public Administration,2014.0
2-s2.0-84928473516,Article,"This study examined the effects of explicit instruction in the SOLVE Strategy on the mathematical problem solving skills of six Grade 8 students with specific learning disabilities. The SOLVE Strategy is an explicit instruction, mnemonic-based learning strategy designed to help students in solving mathematical word problems. Using a multiple probe across participants design, results suggested a functional relation between explicit instruction in the SOLVE strategy and increase in strategy use and computation scores on grade level mathematical word problems for all participants. Additionally, all participants generalized the SOLVE Strategy to other mathematic topics and concepts, and the teacher and students felt the intervention was socially acceptable. Finally, limitations, implications for practice, and suggestions for future research are discussed.",Education,Special Education and Child Development,2015.0
2-s2.0-84928541389,Article,"Pro-osteogenic stimulation of bone cells by bioactive ceramic-coated orthopedic implants is influenced by both surface roughness and material chemistry; however, their concomitant impact on osteoblast behavior is not well understood. The aim of this study is to investigate the effects of nano-scale roughness and chemistry of bioactive silica-calcium phosphate nanocomposite (SCPC50) coated Ti-6Al-4V on modulating early bone cell responses. Cell attachment was higher on SCPC50-coated substrates compared to the uncoated controls; however, cells on the uncoated substrate exhibited greater spreading and superior quality of F-actin filaments than cells on the SCPC50-coated substrates. The poor F-actin filament organization on SCPC50-coated substrates is thought to be due to the enhanced calcium uptake by the ceramic surface. Dissolution analyses showed that an increase in surface roughness was accompanied by increased calcium uptake, and increased phosphorous and silicon release, all of which appear to interfere with F-actin assembly and osteoblast morphology. Moreover, cell attachment onto the SCPC50-coated substrates correlated with the known adsorption of fibronectin, and was independent of surface roughness. High-throughput genome sequencing showed enhanced expression of extracellular matrix and cell differentiation related genes. These results demonstrate a synergistic relationship between bioactive ceramic coating roughness and material chemistry resulting in a phenotype that leads to early osteoblast differentiation.",Computing and Informatics,Bioinformatics,2015.0
2-s2.0-84928546421,Article,"Objective: Polycystic kidney disease (PKD) is a clinically and genetically heterogeneous class of genetic disorders characterized by development of renal cysts leading to renal failure and end stage renal disease (ESRD). Autosomal dominant polycystic kidney disease (ADPKD) accounts for the majority of PKD cases and is the predominant monogenic cause of ESRD. Limited information on patient characteristics and healthcare resource utilization is available in this population. This study assessed hospital-based inpatient utilization of patients with ADPKD in the US to help further understand the disease, which may lead to treatments that delay progression and reduce healthcare resource utilization. Methods: A cross-sectional analysis was conducted using MedAssets Health System Data to investigate inpatient resource utilization for a total of 1876 patients hospitalized with ADPKD or chronic kidney disease (CKD). Patient characteristics and inpatient resource utilization were compared between hospitalized patients with ADPKD and CKD, including demographic and clinical characteristics, overall health, rates of complications and surgical interventions, and average length of hospital and intensive care unit stay. Results: Compared with patients with CKD, patients with ADPKD were more likely to have commercial insurance as their primary payer (36.1 vs 17.8%) and were significantly younger (mean age 57.9 vs 69.5 years) and generally healthier (Charlson Comorbidity Score of 2.0 vs 3.3). Patients with ADPKD also had a substantially shorter average length of hospital stay (6.3 vs 10.3 days). However, patients with ADPKD experienced more kidney-related complications and a higher surgical procedure rate (mainly for transplant and complete nephrectomy). Conclusions: Although patients with ADPKD were generally healthier than patients with CKD, specific kidney function complications were more frequent. Patients with ADPKD had a higher rate of major kidney procedures, which may contribute to the high burden of ADPKD-related hospital-based inpatient resource utilization.",CHHS,Public Health,2015.0
2-s2.0-84928983264,Article,"We examine the impact of distressed sales on single-family house prices during a housing market collapse. The innovation here is a methodology to create a proxy for distressed sales when such sales are not identified in the data but are commonplace in the market. We apply our methodology to publicly available data from Las Vegas, Nevada. We find that, during the market collapse in that city, the price impact from REO transactions was greater than other distressed sales, but the difference narrowed over time. Moreover, not identifying distressed sales lowers the measured price impact of REO sales.",Business,Economics,2015.0
2-s2.0-84929031454,Article,"Self-expansion theory [e.g., Aron, E. N., & Aron, A. (1996). Love and expansion of the self: The state of the model. Personal Relationships, 3, 45–58] suggests that people are attracted to those who offer opportunities to enhance the self. Although there is extensive evidence that similarity predicts liking, self-expansion theorists suggest that self-expansion opportunities are greatest with dissimilar others. Using a social interaction experiment, we explored the associations among perceived self-expansion opportunities, actual and perceived similarity, and attraction in the context of initial interactions. In 15-min interactions, 73 unacquainted dyads either discussed their leisure interests, discussed their political beliefs, or simply “became acquainted.” The discussion topic had no effect on attraction or perceived self-expansion. Actual similarity, operationalized by the degree of difference in partners' self-reported leisure interests or political views, was generally unassociated with perceived self-expansion opportunities and attraction. Perceived (global) similarity, however, was positively associated with self-expansion opportunities and attraction. Finally, perceived self-expansion opportunities mediated the link between perceived similarity and attraction.",Liberal Arts and Sciences,Psychology,2015.0
2-s2.0-84929046601,Article,"Objectives: Quantitative pretest probability (qPTP) incorporated into a decision support tool with advice can reduce unnecessary diagnostic testing among patients with symptoms suggestive of acute coronary syndrome (ACS) and pulmonary embolism (PE), reducing 30-day costs without an increase in 90-day adverse outcomes. This study estimates long-term (beyond 90-day) costs and outcomes associated with qPTP. The authors hypothesized that qPTP reduces lifetime costs and improves outcomes in low-risk patients with symptoms suggestive of ACS and PE. Methods: This was a cost-effectiveness analysis of a multicenter, randomized controlled trial of adult emergency patients with dyspnea and chest pain, in which a clinician encountering a low-risk patient with symptoms suggestive of ACS or PE conducted either the intervention (qPTP for ACS and PE with advice) or the sham (no qPTP and no advice). Effect of the intervention over a patient's lifetime was assessed using a Markov microsimulation model. Short-term costs and outcomes were from the trial; long-term outcomes and costs were from the literature. Outcomes included lifetime transition to PE, ACS, and intracranial hemorrhage (ICH); mortality from cancer, ICH, PE, ACS, renal failure, and ischemic stroke; quality-adjusted life-years (QALYs); and total medical costs compared between simulated intervention and sham groups. Results: Markov microsimulation for a 40-year-old patient receiving qPTP found lifetime cost savings of $497 for women and $528 for men, associated with small gains in QALYs (2 and 6 days, respectively) and lower rates of cancer mortality in both sexes, but a reduction in ICH only in males. Sensitivity analysis for patients aged 60 years predicted that qPTP would continue to save costs and also reduce mortality from both ICH and cancer. Use of qPTP significantly reduced the lifetime probability of PE diagnosis, with lower probability of death from PE in both sexes aged 40 to 60 years. However, use of qPTP reduced the rate of ACS diagnosis and death from ACS at age 40, but increased the death rate from ACS at age 60 for both sexes. Conclusions: Widespread use of a combined qPTP for both ACS and PE has the potential to decrease costs by reducing diagnostic testing, while improving most long-term outcomes in emergency patients with chest pain and dyspnea.",Business,Economics,2015.0
2-s2.0-84929161185,Article,"Delay tolerant networks (DTNs) recently have drawn much attention from researchers due to their wide applications in various challenging environments. Previous DTN research mainly concentrates on information propagation and packet delivery. However, with possible participation of a large number of mobile devices, how to maintain efficient and dynamic topology becomes crucial. In this paper, we study the topology design problem in a predictable DTN where the time-evolving topology is known a priori or can be predicted. We model such a time-evolving network as a weighted directed space-time graph which includes both spacial and temporal information. Links inside the space-time graph are unreliable due to either the dynamic nature of wireless communications or the rough prediction of underlying human/device mobility. The purpose of our reliable topology design problem is to build a sparse structure from the original space-time graph such that (1) for any pair of devices, there is a space-time path connecting them with a reliability higher than the required threshold; (2) the total cost of the structure is minimized. Such an optimization problem is NP-hard, thus we propose several heuristics which can significantly reduce the total cost of the topology while maintain the 'reliable' connectivity over time. In this paper, we consider both unicast and broadcast reliability of a topology. Finally, extensive simulations are conducted on random DTNs, a synthetic space DTN, and a real-world DTN tracing data. Results demonstrate the efficiency of the proposed methods.",Computing and Informatics,Computer Science,2015.0
2-s2.0-84929179588,Conference Paper,"3D object detection and pose estimation often requires a 3D object model, and even so, it is a difficult problem if The object is heavily occluded in a cluttered scene. In This paper, we introduce a novel approach for recognizing and localizing 3D objects based on Their appearances Through segmentation of 3D surfaces. The approach can identify multiple occluded objects in a scene, which may include different instances of The same object, and estimate The pose of each entire object even if The object can only be seen partially due To occlusion.",Computing and Informatics,Computer Science,2014.0
2-s2.0-84929241999,Article,"Objective: This study explored the potential relationships between existing media and health apps for health information among college students. Participants: This study collected and analyzed a total of 408 surveys from students of 7 universities across the United States. Methods: In order to explore the research questions and test the hypotheses, quantitative data from the online survey were analyzed through hierarchical regression analyses. Results: Results from the hierarchical regression analyses indicated that the perceived credibility of health information from traditional mass media was positively and significantly associated with college students' perception of health apps. However, there was no significant effect in regards to online media. Conclusions: This study's consideration of the relationships between existing media and health apps may guide health practitioners in their strategic approaches to improve the well-being of college students.",Liberal Arts and Sciences,Communication Studies,2015.0
2-s2.0-84929271369,Article,"In 2008, members of the American College of Epidemiology's Education Committee began work on a project to facilitate discussion on identifying domains and core competencies for epidemiologic training at the master and doctoral levels. Two online surveys were created and participants (. N=183; n=147 [established epidemiologists] and n=36 [recent graduates]) rated the importance of 19 domains and 66 competencies. A total of 17 competencies were viewed as important or very important for individuals earning various master- or doctoral-level degrees in epidemiology, whereas eight competencies were reported as being unimportant for all individuals earning graduate degrees in epidemiology. Twenty additional competencies were viewed as important or very important only for individuals receiving doctoral training. In addition, recent master-level graduates identified nine domains in which they felt less prepared, and recent doctoral-level graduates identified two such domains. Additional research is warranted to ensure that all epidemiologists receive sufficient training in identified areas.",CHHS,Public Health,2015.0
2-s2.0-84929298907,Conference Paper,"One of the important problems in secret sharing schemes is to establish bounds on the size of the shares to be given to participants in secret sharing schemes. The other important problem in secret sharing schemes is to reduce the computational complexity in both secret distribution phase and secret reconstruction phase. In this paper, we design efficient threshold (n, k) secret sharing schemes to achieve both of the above goals. In particular, we show that if the secret size |s| is larger than max{1 + log<inf>2</inf> n, n(n - k)/(n - 1)}, then ideal secret sharing schemes exist. In the efficient ideal secret sharing schemes that we will construct, only XOR-operations on binary strings are required (which is the best we could achieve). These schemes will have many applications both in practice and in theory. For example, they could be used to design very efficient verifiable secret sharing schemes which will have broad applications in secure multi-party computation and could be used to design efficient privacy preserving data storage in cloud systems.",Computing and Informatics,Computer Science,2014.0
2-s2.0-84929326090,Article,"Large-scale sensor networks are deployed in numerous application domains, and the data they collect are used in decision-making for critical infrastructures. Data are streamed from multiple sources through intermediate processing nodes that aggregate information. A malicious adversary may introduce additional nodes in the network or compromise existing ones. Therefore, assuring high data trustworthiness is crucial for correct decision-making. Data provenance represents a key factor in evaluating the trustworthiness of sensor data. Provenance management for sensor networks introduces several challenging requirements, such as low energy and bandwidth consumption, efficient storage and secure transmission. In this paper, we propose a novel lightweight scheme to securely transmit provenance for sensor data. The proposed technique relies on in-packet Bloom filters to encode provenance. We introduce efficient mechanisms for provenance verification and reconstruction at the base station. In addition, we extend the secure provenance scheme with functionality to detect packet drop attacks staged by malicious data forwarding nodes. We evaluate the proposed technique both analytically and empirically, and the results prove the effectiveness and efficiency of the lightweight secure provenance scheme in detecting packet forgery and loss attacks.",Computing and Informatics,SIS,2015.0
2-s2.0-84929327799,Article,"Purpose – The purpose of this paper is to examine how patient assessment of primary care physician (PCP) communication is related to patient satisfaction with the PCP, patient perception of PCP professional competence, patient assessment of the relationship with the doctor and patient demographic characteristics using a segmentation approach. Design/methodology/approach – The authors surveyed 514 adult patients waiting for appointments with their PCPs in two US primary care clinics. A latent class analysis was used to identify mutually exclusive unobserved homogeneous classes of patients. Findings – The authors identified three distinct classes/groups with regard to patient assessment of physician communication and the physician-patient relationship. The largest group (53 percent of the sample) assessed their PCP communication and other doctor-patient relationship aspects as excellent. However, 37 percent provided mostly negative assessments, expressed high general dissatisfaction with the physician and disagreed with the statement that their PCP was well qualified to manage their health problems. These patients were on average more educated and affluent and the group included more males. About 10 percent of patients expressed generally lower satisfaction with the PCP, though their dissatisfaction was not as extreme as in the highly dissatisfied group. Research limitations/implications – Further studies are needed to help physicians develop skills to communicate with different patients. Originality/value – Patient segmentation can be an important tool for healthcare quality improvement particularly for emerging approaches to primary care such as patient-centered care.",CHHS,Public Health,2015.0
2-s2.0-84929330249,Article,"Research on procedural justice and legitimacy has expanded greatly across the social sciences in recent years. The process-based model of regulation, which links people's assessments of procedural justice and legitimacy to their compliance with the law and legal authorities, has become particularly influential in criminology and sociolegal studies. A review of the previous research on perceived legitimacy highlights two important features. First, legitimacy has been conceptualized and measured in many different ways. Second, most of the research on legitimacy has focused on only a handful of developed nations. Using survey data from Trinidad and Tobago, this article examines the conceptualization and measurement of the perceived legitimacy of the law and legal authorities. The findings indicate that some of the prominent conceptual and measurement models used in previous research are not empirically valid in the Trinidadian context. The implications of the results for conceptualization, theory, and future research are discussed.",Liberal Arts and Sciences,Criminal Justice and Criminology,2014.0
2-s2.0-84929332324,Article,"Background: Alcohol abuse among freshmen university students is a major public health issue with associated costs to individuals and the society of substantial morbidity, high-risk negative behaviors (e.g., blackouts, rape, suicide, and violence), and mortality. This longitudinal study compared the effectiveness of a brief motivational intervention (MI) in decreasing alcohol consumption and related consequences among mandated students and voluntary students. Readiness to change drinking behaviors was compared between the groups. Methods: Eligible participants (710 voluntary and 190 mandated, N = 900) received MI at baseline and again at 2weeks with boosters at 3, 6, and 12months. Repeated-measures analysis of variance was used to compare the two groups. Results: Alcohol use and related consequences in both groups decreased significantly between baseline and 12months. At baseline, a significantly larger percent of students from the mandated group than the voluntary group were in the action stage of change (52.1% vs. 27.5%), and a significantly smaller percentage of mandated students were in the precontemplation stage (. p<.0001). Discussion: MI effects were sustained over 12months. Alcohol consumption and related consequences decreased significantly among the freshmen who were mandated to attend the program as well as among students who volunteered to participate in the study. The findings support the importance of advanced practice nurses conducting MI as an intervention with college students.",CHHS,Nursing,2015.0
2-s2.0-84929349395,Article,"LDPC codes, LT codes, and digital fountain techniques have received significant attention from both academics and industry in the past few years. By employing the underlying ideas of efficient Belief Propagation (BP) decoding process in LDPC and LT codes, this paper designs the BP-XOR codes and use them to design three classes of secret sharing schemes called BP-XOR secret sharing schemes, pseudo-BP-XOR secret sharing schemes, and LDPC secret sharing schemes. By establishing the equivalence between the edge-colored graph model and degree-two BP-XOR secret sharing schemes, we are able to design novel perfect and ideal 2-out-of-n BP-XOR secret sharing schemes. By employing techniques from array code design, we are also able to design other (n; k) threshold LDPC secret sharing schemes. In the efficient (pseudo) BP-XOR/LDPC secret sharing schemes that we will construct, only linear number of XOR (exclusive-or) operations on binary strings are required for both secret distribution phase and secret reconstruction phase. For a comparison, we should note that Shamir secret sharing schemes require O(n log n) field operations for the secret distribution phase and O(n2) field operations for the secret reconstruction phase. Furthermore, our schemes achieve the optimal update complexity for secret sharing schemes. By update complexity for a secret sharing scheme, we mean the average number of bits in the participant's shares that needs to be revised when certain bit of the master secret is changed. The extremely efficient secret sharing schemes discussed in this paper could be used for massive data storage in cloud environments achieving privacy and reliability without employing encryption techniques.",Computing and Informatics,Computer Science,2015.0
2-s2.0-84929395914,Conference Paper,"Purpose: Dementia and the isolation it produces impose a heavy burden on caregivers of persons with dementia as well as caregiver recipients. Mobile technology allows providers to reach people who may be isolated and desire increased social support. Watching video-recorded patient stories on DVD has improved blood pressure for new patients with hypertension1. Multiple websites offer digital storytelling to persons with diabetes2,3. Telephone support groups and multimedia interventions are well-regarded4,5. A national ADEAR/NLM trial on a Psychosocial Telephone Intervention for Dementia Caregivers offers caregivers 16 phone calls over 6 months from a researcher who offers support6. Combining new technologies with culturally-sensitive social support is powerful, since smart phone ownership is higher among African-Americans and Latinos than among Caucasians7. Method: Story-Call is our newly-developed mobile phone application that records, archives, and presents 30/60-second videos by caregivers (CG) who share success stories about how they handle common dementia home-care situations such as, 'She wants to go home!' Phase 1, a proof-of-concept pilot, tested how well 5 consented female working CGs recruited from adult day care centers could use the App prototype with minimal instructions to successfully record stories; pre- and post-intervention testing with the Zarit Burden Scale and Kaye's Gain Through Group Involvement scale examined perceived burden and willingness to seek social support. Results & Discussion: The minimal directions enabled 4 working Anglo female caregivers to easily access the mobile App, to record CG success stories, and to view others' stories. One CG accessed it easily but, nervous about being photographed, withdrew. Pre-/post-tests identified high satisfaction with the App and ease of use, and suggest that measuring outcomes for caregiver burden across a larger group will be feasible. Barriers to recruiting and diversity were identified; Phase 2 will work to recruit diverse men and women CG from a larger geographic region and seek both isolated rural and minority CG, particularly working CG.",Computing and Informatics,SIS,2014.0
2-s2.0-84929417456,"General Publications (Press, Editorials, Letters)","Coalbed methane (CBM) makes up a significant portion of the world's natural gas resources. The discovery that approximately 20% of natural gas is microbial in origin has led to interest in microbially enhanced CBM (MECoM), which involves stimulating microorganisms to produce additional CBM from existing production wells. This paper reviews current laboratory and field research on understanding processes and reservoir conditions which are essential for microbial CBM generation, the progress of efforts to stimulate microbial methane generation in coal beds, and key remaining knowledge gaps. Research has been primarily focused on identifying microbial communities present in areas of CBM generation and attempting to determine their function, in-situ reservoir conditions that are most favorable for microbial CBM generation, and geochemical indicators of metabolic pathways of methanogenesis (i.e., acetoclastic or hydrogenotrophic methanogenesis). Meanwhile, researchers at universities, government agencies, and companies have focused on four primary MECoM strategies: 1) microbial stimulation (i.e., addition of nutrients to stimulate native microbes); 2) microbial augmentation (i.e., addition of microbes not native to or abundant in the reservoir of interest); 3) physically increasing microbial access to coal and distribution of amendments; and 4) chemically increasing the bioavailability of coal organics. Most companies interested in MECoM have pursued microbial stimulation: Luca Technologies, Inc., successfully completed a pilot scale field test of their stimulation strategy, while two others, Ciris Energy and Next Fuel, Inc., have undertaken smaller scale field tests. Several key knowledge gaps remain that need to be addressed before MECoM strategies can be implemented commercially. Little is known about the bacterial community responsible for coal biodegradation and how these microorganisms may be stimulated to enhance microbial methanogenesis. In addition, research is needed to understand what fraction of coal is available for biodegradation, and methods need to be developed to determine the extent of in-situ coal biodegradation by MECoM processes for monitoring changes to coal quality. Questions also remain about how well field-scale pilot tests will scale to commercial production, how often amendments will need to be added to maintain new methane generation, and how well MECoM strategies transfer between coal basins with different formation water geochemistries and coal ranks. Addressing these knowledge gaps will be key in determining the feasibility and commercial viability of MECoM technology.",Liberal Arts and Sciences,Geography and Earth Sciences,2015.0
2-s2.0-84929455079,Article,"Education research has shown that there is often a disconnect between what instructors teach and what students actually comprehend. Much of this disconnect stems from students' previous conceptions of the subject that often remain steadfast despite instruction. The field of meteorology is particularly susceptible to misconceptions as a result of the years of personal experience students have with weather before instruction. Consequently, it is often challenging for students to accurately integrate course material with their observations and personal explanations. A longitudinal assessment exam of the meteorology program at the U.S. Air Force Academy revealed that misconceptions of fundamental, introductory content can propagate through years of instruction, potentially impeding deeper understanding of advanced topics and hindering attainment of professional certifications. Thus, it is clear that such misconceptions must be identified and corrected early. This manuscript describes the development of the Fundamentals in Meteorology Inventory (FMI), a multiple-choice assessment exam designed to identify the common misconceptions of fundamental topics covered in introductory meteorology courses. In developing the FMI, care was taken to avoid complex vocabulary and to include plausible distractors identified by meteorology faculty members. Question topics include clouds and precipitation, wind, fronts and air masses, temperature, stability, severe weather, and climate. Applications of the exam for the meteorology community are discussed, including identifying common meteorology misconceptions, assessing student understanding, measuring teaching effectiveness, and diagnosing areas for improvement in introductory meteorology courses. Future work to be completed to ensure the efficacy of the FMI will also be acknowledged.",Liberal Arts and Sciences,Geography and Earth Sciences,2015.0
2-s2.0-84929500827,Article,"Invention has been commonly conceptualized as a search over a space of combinatorial possibilities. Despite the existence of a rich literature, spanning a variety of disciplines, elaborating on the recombinant nature of invention, we lack a formal and quantitative characterization of the combinatorial process underpinning inventive activity. Here, we use US patent records dating from 1790 to 2010 to formally characterize invention as a combinatorial process. To do this, we treat patented inventions as carriers of technologies and avail ourselves of the elaborate system of technology codes used by the United States Patent and Trademark Office to classify the technologies responsible for an invention's novelty. We find that the combinatorial inventive process exhibits an invariant rate of 'exploitation' (refinements of existing combinations of technologies) and 'exploration' (the development of new technological combinations). This combinatorial dynamic contrasts sharply with the creation of new technological capabilities - the building blocks to be combined - that has significantly slowed down.We also find that, notwithstanding the very reduced rate at which new technologies are introduced, the generation of novel technological combinations engenders a practically infinite space of technological configurations.",Liberal Arts and Sciences,Geography and Earth Sciences,2015.0
2-s2.0-84929607629,Article,"This study examines the intensity effect of a mentoring intervention for Head Start teachers, the Individualised Learning Intervention (ILI), as it impacts child social emotional outcomes. Pairs of Mentor and Protégé teachers across three sites in two states were randomly assigned to intervention and control groups. Mentors in the intervention group participated in a 50-hour mentor seminar and supported the intervention Protégé teachers’ professional growth and development across one Head Start school year. Mentors themselves were also supported by a Mentor Coordinator. As part of a quasi-experimental study of implementation fidelity effects, the intensity of mentoring intervention was measured by the Intensity of Intervention Scale and the intervention group was divided into high and moderate intensity levels. Evidence is presented for the effects of high intensity levels of the ILI Mentoring programme, relative to moderate intensity and control conditions, on the children in the Protégé teachers’ classrooms. These results lead to practice and policy implications regarding the implementation of mentoring programmes such as the ILI which are designed for early childhood educators and built upon adult self-directed learning experiences and collaborative support.",Education,Educational Leadership,2015.0
